hash,symbol,company,purpose,bm_desc,date
d096bb0ac6f55a907b0a36e6d5d12402,TBOTEK,TBO Tek Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
45b21146219c8d3916458a0895c1ce28,ITC,ITC Limited,Financial Results/Dividend,"To consider and approve the financial results for the financial year ended March 31, 2025 and recommend final dividend for FY 2024-25",2025-05-22
7889b28c1fa01f7f94db96df4db8543f,UFO,UFO Moviez India Limited,Financial Results,"To consider and approve the Audited Standalone and Consolidated Financial Results of the Company for the quarter and year ended March 31, 2025.",2025-05-22
9904e4eb790b84586512ea0f0d19a30d,INDOAMIN,Indo Amines Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
c6de3a983bfcb05fea80efcd411e25d4,ELDEHSG,Eldeco Housing And Industries Limited,Financial Results/Dividend,"To consider and approve the Audited Financial Results of the Company for the quarter and financial year ended March 31, 2025 both on Standalone and Consolidated basis and to consider and recommend final dividend on the equity shares of the Company, if any, for the financial year ended March 31, 2025",2025-05-22
98210afceea595efcda3c5b718b05f35,DWARKESH,Dwarikesh Sugar Industries Limited,Financial Results/Dividend/Other business matters,"We wish to inform you that pursuant to Regulation 29(1) of the SEBI (Listing Obligation and Disclosure Requirement) Regulations, 2015, a Meeting of Board of Directors of the Company is scheduled to be held on Thursday, May 22, 2025, through video conferencing ( VC ), to consider inter alia the following:1. To consider, take on record & approve Audited Financial Results & Accounts for the quarter & year ended March 31, 2025;2. To consider and recommend Dividend on Equity Shares, if any;3. To fix the date of Annual General Meeting (AGM), Book closure & Record date for the purpose of AGM, E-voting & Dividend.The Trading Window for all the designated persons (including Directors and designated employees) and their immediate relatives defined in the Code inter alia for the purpose of taking on record the Audited Financial Results, in terms of the provisions of SEBI (Prohibition of Insider Trading) Regulations, 2015 and the Company s Code of Conduct   Prohibition of Insider Trading for prevention of Insider Trading adopted by the Company has already been closed, for dealing in shares of the Company from Tuesday, April 01, 2025 until 48 hours from the date of declaration of Audited Financial Results, which had already been intimated to the Stock Exchange, vide our letter (Ref: DSIL/2024-25/283) dated March 24, 2025.",2025-05-22
0be6aee9d2dd645135f1b7e7eed30270,DTIL,Dhunseri Tea & Industries Limited,Financial Results/Dividend,"DTIL : 22-May-2025 :  The Company has informed the Exchange that a Board meeting to be held on May 17, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on May 22, 2025, To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
813a05cb78bfede0fb3363aa18d10d1b,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
76096041a4acfce572f7b1d665be516c,CONCOR,Container Corporation of India Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-22
d3f5c8b7d841e6d84d97d03a655ef7ca,CLEAN,Clean Science and Technology Limited,Financial Results/Dividend,"In terms of provisions of Regulation 29 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, a meeting of the Board of Directors of Clean Science and Technology Limited (the  Company ) is scheduled to be held on Thursday, 22nd May, 2025, inter alia:a) To consider and approve Standalone and Consolidated Audited Financial Results of the Company for the Quarter and Financial Year ended 31st March, 2025;b) To consider recommending final dividend on the equity shares of the Company for the Financial Year ended 31st March, 2025, if any, subject to the approval of shareholders at the ensuing Annual General Meeting.",2025-05-22
4d4d1c648068fcc4083de6b6f9a54aee,CENTUM,Centum Electronics Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
067ab99b06359984963c24ee342f999f,BSL,BSL Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
4cf1d441c639cc44abe89f7556bfc96c,EMAMIREAL,Emami Realty Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
72986acd8a72716ba129cd964ba22a0f,BHARATGEAR,Bharat Gears Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025Pursuant to Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform that 2/25-26 Meeting of the Board of Directors of                          the Company is scheduled to be held on May 22, 2025 inter-alia; to consider, approve                  and take on record the Audited Financial Results of the Company for the quarter and year ended March 31, 2025.Further to our letter dated March 26, 2025, this is to inform that in terms of the Code for Prevention of Insider Trading read with the SEBI (Prohibition of Insider Trading) Regulations, 2015, the  Trading Window  for dealing in the shares of the Company for Promoters/Promoter Group/Directors/Key Managerial Personnel/Designated Persons/Connected Persons of the Company shall be closed till Saturday, May 24, 2025.You are requested to take it on your records.",2025-05-22
6d0290b21ab72e607190621fc3e874d5,BARBEQUE,Barbeque Nation Hospitality Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
ce67cd8f10e9bb04c0c48cf61ec275e4,BAJEL,Bajel Projects Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
b0d5b2f9327bf2d0ccf0f006ee4ed298,ASTRAMICRO,Astra Microwave Products Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
d1894a1dea4b324f4f83796c360220e2,ARIES,Aries Agro Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
365299f2fefbe74cc3ef7fd6020a4427,ARCHIDPLY,Archidply Industries Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
e9280ec5ec5fb3d485a75d172f2c51fa,ALANKIT,Alankit Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
0754ef5c32ccde8764de0864fd013f8c,ADROITINFO,Adroit Infotech Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-22
597b2ce47d9746936ded93d5e2b60425,INDOCO,Indoco Remedies Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
67a8652959e1dc718c8f3694e4a113da,BEARDSELL,Beardsell Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-22
2ab5242983c06e75b62579341e6d2ec7,EMCURE,Emcure Pharmaceuticals Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
5d73e1ad659501c56a1b1d1100ee3b28,AKSHOPTFBR,Aksh Optifibre Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
af335a30d4f43bc993681152e955045b,FLAIR,Flair Writing Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
0cb316c740974662512528b3f2c19048,EXPLEOSOL,Expleo Solutions Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
9d4316640c7843c9f98d958139330476,IGARASHI,Igarashi Motors India Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
e6c639fa82a2852e2d510a838f124884,HPL,HPL Electric & Power Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and recommend of final dividend, if any",2025-05-22
6bd18a426991e4366e556d80c7a2858a,HONASA,Honasa Consumer Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
3cdc76c47cde9b3934b3798017def816,HLVLTD,HLV LIMITED,Financial Results/Other business matters,"To consider and approve the audited financial results for the period ended March 31, 2025 and other business matters",2025-05-22
b665659643b9126603a79c93bba36819,HINDMOTORS,Hindustan Motors Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-22
9db7852b6beaed95b88942d80636dd35,HFCL,HFCL Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
3c6d85132355a1f3c453063ff6da53c7,HECPROJECT,HEC Infra Projects Limited,Financial Results/Other business matters,"HECPROJECT : 22-May-2025 :  The Company has informed the Exchange that a Board meeting to be held on May 16, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on May 22, 2025, To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-22
0e8feb95dc8825a15f2b8cb42470df50,GSPL,Gujarat State Petronet Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend, if any, as may be considered by the Board of Directors of GSPL",2025-05-22
582b683e0adf6f8854d817fc7cba662f,HUBTOWN,Hubtown Limited,Financial Results,"to consider and approve the Audited Standalone and Consolidated Financial Results of the Company for the quarter and year ended March 31, 2025.",2025-05-22
45a629fa42ecdf13f32ced37323965cf,GREENPANEL,Greenpanel Industries Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
1aa3f0487f535b1282cdd10f0b7a3afb,GRASIM,Grasim Industries Limited,Financial Results/Dividend,"Grasim Industries Limited has informed the Exchange about Board Meeting to be held on 22nd May 2025 to inter-alia to consider and approve the Standalone and Consolidated Audited Financial Results for the Quarter/Financial Year ended 31St March 2025 and recommending Dividend, if any, on the Equity Shares of the Company for the Year Ended 31St March 2025",2025-05-22
e0d265f039a6a15a48ba46663dd5f49a,GOODLUCK,Goodluck India Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividendAs per regulation 29 of SEBI (Listing obligations and disclosure requirements) Regulations, 2015, this is to inform you that a meeting of the Board of Directors of the company will be held on Thursday, 22nd May, 2025 at Corp. Office of the Company, inter-alia, to consider and approve the following:1. Audited Standalone and Consolidated Financial Results for the quarter and year ended as on 31st March 2025.2.  Recommend final dividend for the financial year ended 31st March, 2025, if any.Pursuant to the forthcoming meeting of the Board of Directors to consider the Audited Financial Results, the closure of trading window will end 48 hours after the results are made public.This is for your information and record.",2025-05-22
0f267c80ab3e4a23b5ca82ddef43b5f6,GODHA,Godha Cabcon & Insulation Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-22
2edc48d5112e84846e7b8db2b86163f6,GOCLCORP,GOCL Corporation Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
71dc41850c014da8a28076361f329dea,GMRAIRPORT,GMR AIRPORTS LIMITED,Financial Results,"Meeting of the Board of Directors of GMR Airports Limited (formerly GMR Airports Infrastructure Limited) ('the Company') is scheduled to be held on Thursday, May 22, 2025 to inter-alia, consider and approve the Audited Financial Results of the Company (Standalone and Consolidated) for the quarter and year ended March 31, 2025.",2025-05-22
87f490e94555eaefff36b5cd4dc709b7,GIPCL,Gujarat Industries Power Company Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-22
37fc696d3f54e8c235eddea0cfde3683,GROBTEA,The Grob Tea Company Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-22
1e760c2e16e245cb5ccc10d051c17445,GANDHAR,Gandhar Oil Refinery (India) Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-22
090f7fdf39a515c929fbf27171b04942,QUINTEGRA,Quintegra Solutions Limited,Financial Results/Other business matters,"To consider and approve the financial results for the quarter and year ended March 31, 2025 and other business matters.",2025-05-23
9d5f6ec6409d4807a3bec1d5b3eff5a5,PSPPROJECT,PSP Projects Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
9dd25a5bb90e9f31c5a4da664661d55d,PRECOT,Precot Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
3499cecfe72f1d409cdc243af3447e0e,PRAKASH,Prakash Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
1422f6cfcf23b787fb43d4bd65e235fd,PIXTRANS,Pix Transmissions Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
6c014b629b8172acb30c723619177b6f,ORIENTALTL,Oriental Trimex Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
92d1548478fd44fd171fb10a045e3c69,ONEPOINT,One Point One Solutions Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
0398b22cf5addbef5849dda479ab0964,MMP,MMP Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
ee7fb4d8aa627a2a868cdc0461d79999,NDL,Nandan Denim Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
997bd02ef83d78b3a8e83cbc67863fec,NDGL,Naga Dhunseri Group Limited,Financial Results/Dividend,"NDGL : 23-May-2025 :  The Company has informed the Exchange that a Board meeting to be held on May 21, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on May 23, 2025, To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
a0625ca4d37bb93b51f0a7eff15d61d5,MKPL,M K Proteins Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
1cf160101f63f798bad134770f44f934,MINDTECK,Mindteck (India) Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-23
b1e43ccef50d2a2411d46012f7ef265b,MEGASTAR,Megastar Foods Limited,Financial Results/Other business matters,"To consider and approve the Audited financial results (Standalone and Consolidated) for the period ended March 31, 2025 and other business matters",2025-05-23
ac7e80a41b21e0b6fd51752dd5ddc137,RADIANTCMS,Radiant Cash Management Services Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
1f75e2df919a99f45e1effaba3a0506c,MALUPAPER,Malu Paper Mills Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
d5c9147e6a48310bfce96be01b25264a,NH,Narayana Hrudayalaya Ltd.,Financial Results/Dividend/Fund Raising,"NARAYANA HRUDAYALAYA LTD. has informed the Exchange about Board Meeting to be held on 23-May-2025 to consider and approve the audited standalone and consolidated financial results of the Company for the quarter and year ended March 31, 2025 and dividend/Fund Raising",2025-05-23
d40ba41529ccf1e9ede9e3e987dc72ac,RAMCOIND,Ramco Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend, if any",2025-05-23
da5d05dc3c81f7286e56cfd0b00e54e0,SIGMA,Sigma Solve Limited,Financial Results,"SIGMA : 23-May-2025 :  The Company has informed the Exchange that a Board meeting to be held on May 13, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on May 23, 2025,  To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
4dc40e3fc5374b3afb3c919974db3483,RPTECH,Rashi Peripherals Limited,Financial Results/Dividend,"The Meeting of the Board of Directors of Rashi Peripherals Limited ('the Company') is scheduled to be held on Friday, May 23, 2025, inter alia: 1. To consider and approve Audited Financial Results of the Company (Standalone and Consolidated) for the quarter and financial year ended March 31, 2025 ('the Financial Results'); and 2. To recommend dividend, if any, on equity shares of the Company for the financial year ended March 31, 2025.",2025-05-23
47c5d05af3bee5cc2848d67a71b5ad5c,LUXIND,Lux Industries Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
4fc411384a8fb3e250d590c568307a31,WSTCSTPAPR,West Coast Paper Mills Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
b4e6db28caa83bf3cc08f542c0b2b802,VIPCLOTHNG,VIP Clothing Limited,Financial Results,"To consider, approve and take on record inter-alia, Audited financial results of the Company for the Quarter and Financial year ended on March 31, 2025.",2025-05-23
e90efdc593e5b4b863352effbe99ce48,UTTAMSUGAR,Uttam Sugar Mills Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
cd0781a78276fd611c9e95d3d64751a3,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
103afe9d695072a1c7bb504f6a98bbbf,UMESLTD,Usha Martin Education & Solutions Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
09b760dba313527cc7808cb3ec1b1f6b,TTKHLTCARE,TTK Healthcare Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-23
b2694abfb59d7eaad30bec9d54f9d452,TPLPLASTEH,TPL Plastech Limited,Financial Results/Dividend,"To consider and approve:a) Audited Standalone and Consolidated Financial Results for the Quarter and Financial Year ended 31st March, 2025.b)  Dividend on equity shares, if any, for the financial year ended 31st March, 2025.c) Material Related Party Transactions for Financial Year 2025-26.d) Postal Ballot Notice.e) Any other item with the permission of the chair.",2025-05-23
fb7da75d47ca02b5aa4151dccbe61dfe,TIMKEN,Timken India Limited,Financial Results/Dividend,"Pursuant to Regulation 29 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform that a Meeting of the Board of Directors of the Company will be held on Friday, 23 May, 2025, to consider and approve, inter-alia the following:1) Audited Financial Results of the Company for the quarter and year ended 31 March, 2025 and2) Recommendation of dividend on equity shares of the Company, if any, for the year ended 31 March, 2025.Kindly request you to take this on record.",2025-05-23
36896d9ea69967aa6506d87996f4a3ff,SWANDEF,Swan Defence and Heavy Industries Limited,Financial Results/Other business matters,"To consider and approve the standalone & consolidated financial results for the quarter and year ended March 31, 2025 and other business matters",2025-05-23
7e671c4b11716df47af6d78083d0c9b5,SHREYANIND,Shreyans Industries Limited,Financial Results/Dividend,"SHREYANIND : 23-May-2025 :  The Company has informed the Exchange that a Board meeting to be held on May 20, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on May 23, 2025, To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
58ea34ac672ffe7c829c750b2010a7f9,SHAREINDIA,Share India Securities Limited,Financial Results/Dividend,"To consider and approve the audited standalone and consolidated financial results for the quarter and financial year ended on March 31, 2025 and to recommend final dividend, if any, for the financial year ended on March 31, 2025.",2025-05-23
805990626f165c5702097ca19e94042c,SGLTL,Standard Glass Lining Technology Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
860883b8fb2a5b7af17575ce5b002057,SCPL,Sheetal Cool Products Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
afbea27a454faf76083d0d725700e8ab,SCHAND,S Chand And Company Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-23
a9de4bdd2d146b5b9cf1c98e735317f9,S&SPOWER,S&S Power Switchgears Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
96c463d9eea71fc0cb44e651795056f2,RVTH,Revathi Equipment India Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
bafee9d534c32703aea0c674478a0c47,RELINFRA,Reliance Infrastructure Limited,Financial Results,"RELINFRA : 23-May-2025 :  The Company has informed the Exchange that a Board meeting to be held on May 16, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on May 23, 2025,  to consider and approve the Audited Financial Results (both standalone and consolidated) for the quarter and financial year ended March 31, 2025",2025-05-23
bb5e541a309c04610a43139a472da910,LUXIND,Lux Industries Limited,Dividend,To consider dividend,2025-05-23
3ecc437c1f440ae2f37fd92067d92ecf,JSWSTEEL,JSW Steel Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
d2a18144c37ebc6bde335722a2b4c798,KERNEX,Kernex Microsystems (India) Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
756354024740827ea88ce0bda3e01fcd,BEML,BEML Limited,Financial Results/Dividend,"To consider and approve the Standalone and Consolidated Audited Financial Results for the financial year ended 31.03.2025 and Recommend the Final Dividend for the FY 2024-25 on equity shares, if any.",2025-05-23
42b4ba0474a0a0f5059b30d5d54a2ab6,BEDMUTHA,Bedmutha Industries Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
ac856b8846f114bca7f33e2e81fbe239,BALKRISIND,Balkrishna Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
2d6e80d84f03c1ce47e790794164481d,AZAD,Azad Engineering Limited,Financial Results/Other business matters,"Prior intimation under Regulation 29 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirement) Regulations, 2015, as amended ( SEBI LODR Regulations ).",2025-05-23
9c5c336fe6a87776c36703710bf0c627,ASHOKLEY,Ashok Leyland Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
b93473806c689a4aa7c985cd84766db4,ASHOKA,Ashoka Buildcon Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
509a70069d7da6fa33766b8ba87f4abe,APOLLO,Apollo Micro Systems Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
70876b9398958db4e1ba018ebae4b7e6,APCL,Anjani Portland Cement Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
fb9383617cfc93f74a9ff8067037d337,ANURAS,Anupam Rasayan India Limited,Financial Results,"To consider and approve the audited financial results (standalone and consolidated) for the quarter and financial year ended March 31, 2025.",2025-05-23
9a24226b17cafb9d892f0eb7e5d0688f,AIAENG,AIA Engineering Limited,Financial Results/Dividend,"To consider and approve the Audited Financial Results (both Standalone and Consolidated) for the Quarter / Year ended March 31, 2025 and to recommend dividend, if any.",2025-05-23
08a74309ec6adbc19524f4ee60d12e66,AGARIND,Agarwal Industrial Corporation Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
5d07ca3878c2e65660b368a654427658,AFCONS,Afcons Infrastructure Limited,Financial Results/Dividend/Fund Raising/Other business matters,"Afcons Infrastructure Limited has informed the Exchange about Board Meeting to be held on May 23, 2025 to consider and approve the financial results for the period ended March 31, 2025, dividend, Fund Raising and other business matters",2025-05-23
e87fe1575f5b5cfc1a6ec5ad680c07cd,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
85d8d42a4b0528fc349d13a9c6fd94b5,LINDEINDIA,Linde India Limited,Financial Results/Dividend,To consider and approve the Audited Standalone and Consolidated Financial Results for the quarter and financial year ended 31 March 2025,2025-05-23
7d3ec5c3f40fa7760d915f11281643e6,CAMLINFINE,Camlin Fine Sciences Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
ba1238ebc8decd78da2c7debcffcba60,CONTROLPR,Control Print Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
aa5f7fef8d93ddf77e67e1fdffdc6bdb,20MICRONS,20 Microns Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-23
7ee6d028787a3915bd104840b5030888,DEVYANI,Devyani International Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
aba9b8c8c90e98e5ce4cefa716fb478b,CSLFINANCE,CSL Finance Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
b4b6108d2a35a65da73b31782c9f7703,JTEKTINDIA,Jtekt India Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
15448a7f179583b2179d38ae24f969d7,JSWSTEEL,JSW Steel Limited,Financial Results/Dividend/Fund Raising,"To consider and approve the financial results for the period ended March 31, 2025, dividend and Fund Raising",2025-05-23
397d01d823d53bb6b5ba787aca6e08b0,HERANBA,Heranba Industries Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
c135ca655c91b0290c4b5b9a4de1f30c,HCL-INSYS,HCL Infosystems Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
f0be5670bd8ff125a3bd7c041ce8b6ee,HARRMALAYA,Harrisons  Malayalam Limited,Financial Results,"To consider and approve inter alia the financial results for the period ended March 31, 2025",2025-05-23
99e3bc0b1024f7632319fc97ead1e28d,GVT&D,GE Vernova T&D India Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
96cfc368cf1e4fb6c2664bedd059f487,GPTHEALTH,GPT Healthcare Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
a0b3b9a0b01582ef726921a1ce113da1,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
c0bebf24bf6a500ef3d19aa803b59b02,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Financial Results/Dividend/Other business matters,"To consider and approve 1) the Audited Standalone and Consolidated Financial Results for the Fourth Quarter and Financial Year ended March 31, 2025; and 2) Recommend Dividend, if any, for the financial year ended March 31, 2025",2025-05-23
7a4b575e77809b8617bd8fb84f1caf57,GLENMARK,Glenmark Pharmaceuticals Limited,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",2025-05-23
5bd260cea1703f575a36df01648096bc,GANGOTRI,Gangotri Textiles Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
fb33661fb9b3b27047b2a98c096eae07,FINPIPE,Finolex Industries Limited,Financial Results/Dividend,"Finolex Industries Ltd has informed NSE that a meeting of the Board of Directors of the Company is scheduled on 23/05/2025, inter alia, to consider and approve the Audited Financial Results (Standalone & Consolidated) for the Quarter and Financial Year ended 31st March, 2025 and to consider and recommend a dividend for the financial year 2024-25, if any",2025-05-23
6826f4bc443598da120e8bb65c59a48c,FAZE3Q,Faze Three Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
c3c18a4d9657261699e95c247693f8f7,EKC,Everest Kanto Cylinder Limited,Financial Results/Dividend,"To consider and approve the Financial Results for the quarter and Year ended March 31, 2025 and dividend, if any, for FY 2024-25.",2025-05-23
de06d0c5105aa326028eda913453a445,GOPAL,Gopal Snacks Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-23
1d9a486872bdf7c12b428b702792e92d,DIGIDRIVE,Digidrive Distributors Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-23
a0fb499ee79919d8f7a8d137ca8afce5,KOLTEPATIL,Kolte - Patil Developers Limited,Financial Results/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025 and other business matters",2025-05-24
fffc5fbd4e73cad18b22501135245347,MASKINVEST,Mask Investments Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-24
4fa81bf72e2e2097ea9c5cc16c2a6fb1,MAWANASUG,Mawana Sugars Limited,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2025, dividend and other business matters",2025-05-24
434d54619fdbddb45d71fe92dfd13e44,MIRZAINT,Mirza International Limited,Financial Results,"To consider and approve the financial results for the period ended March 31, 2025",2025-05-24
