hash,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize
8b4d92fbedfd4aabefb8f9f12f12b6c0,JHS,Shareholders meeting,24062025131656,https://nsearchives.nseindia.com/corporate/JHS_24062025131641_ProceedingofPBjune.pdf,JHS Svendgaard Laboratories Limited,INE544H01014,2025-06-24 13:16:56,2025-06-24 13:16:56,,Personal Care,,JHS Svendgaard Laboratories Limited has informed the Exchange regarding Proceedings of  Postal Ballot.,,,,24-Jun-2025 13:16:56,00:00:00,920 KB
10f80ef8cb647f98f63d8abbfb1da017,ARIES,Trading Window-XBRL,24062025131743,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470131_24062025011742_WEB.xml,Aries Agro Limited,INE298I01015,2025-06-24 13:17:43,2025-06-24 13:17:43,,Fertilisers,,ARIES AGRO LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 13:17:44,00:00:01,2 KB
2395e01e029597980f9bab51caeb9c33,DIXON,General Updates,24062025131813,https://nsearchives.nseindia.com/corporate/DIXON_24062025131758_ESGRating24062025.pdf,Dixon Technologies (India) Limited,INE935N01012,2025-06-24 13:18:13,2025-06-24 13:18:13,,,,Dixon Technologies (India) Limited has informed the Exchange about General Updates- Announcement under Regulation 30 of SEBI LODR Regulations - ESG Rating,,,,24-Jun-2025 13:18:15,00:00:02,635 KB
be9e8ff86232422ca7691f8c604f57bd,VCL,Trading Window,24062025131837,https://nsearchives.nseindia.com/corporate/VCL_24062025131735_TradingWindowClosure30062025Signed.pdf,Vaxtex Cotfab Limited,INE098201010,2025-06-24 13:18:37,2025-06-24 13:18:37,,,,"Vaxtex Cotfab Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 13:18:38,00:00:01,182 KB
10abec59fefab12893b416ed45413154,PRINCEPIPE,Trading Window,24062025131953,https://nsearchives.nseindia.com/corporate/PRINCEPIPE_24062025131939_TW_Closure_30062025_Q1.pdf,Prince Pipes And Fittings Limited,INE689W01016,2025-06-24 13:19:53,2025-06-24 13:19:53,,,,"Prince Pipes And Fittings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 13:19:54,00:00:01,264 KB
cf19460de4c22dd40769381711aa5621,LASA,General Updates,24062025132018,https://nsearchives.nseindia.com/corporate/LASA_24062025132001_Reg30Disclosureupdateonrestartoperationsfinalforupload.pdf,Lasa Supergenerics Limited,INE670X01014,2025-06-24 13:20:18,2025-06-24 13:20:18,,,,Lasa Supergenerics Limited has informed the Exchange about General Updates,,,,24-Jun-2025 13:20:19,00:00:01,2.92 MB
b56f7e3df5f56847d6ead47cc2447f70,PFS,Updates,24062025132151,https://nsearchives.nseindia.com/corporate/PFS_24062025131718_VentoUpdatetoStockExchanges.pdf,PTC India Financial Services Limited,INE560K01014,2025-06-24 13:21:51,2025-06-24 13:21:51,,Finance,,PTC India Financial Services Limited has informed the Exchange regarding 'Update on Vento Power Infra Pvt. Limited'.,,,,24-Jun-2025 13:21:52,00:00:01,134 KB
974515b84da4c279c4b31e1ea7244f03,SIMPLEXINF,Shareholders meeting,24062025132227,https://nsearchives.nseindia.com/corporate/SIMPLEXINF_24062025132209_EGM_Regulation_44.pdf,Simplex Infrastructures Limited,INE059B01024,2025-06-24 13:22:27,2025-06-24 13:22:27,,Construction,,Submission of Voting Results under Regulation 44(3) of SEBI LODR,,,,24-Jun-2025 13:22:27,00:00:00,1.28 MB
ce62929e16099e8ae9a2cd1ff16d7cf5,VGUARD,Copy of Newspaper Publication,24062025132401,https://nsearchives.nseindia.com/corporate/VGUARD12_24062025132341_Newspaper_Intimation.pdf,V-Guard Industries Limited,INE951I01019,2025-06-24 13:24:01,2025-06-24 13:24:01,,Electronics - Industrial,,V-Guard Industries Limited has informed the Exchange about Copy of Newspaper Publication,,,,24-Jun-2025 13:24:02,00:00:01,9.08 MB
c16f5712adef32c83445b8f5bcb9f94e,PRINCEPIPE,Trading Window-XBRL,24062025132740,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470136_24062025012739_WEB.xml,Prince Pipes And Fittings Limited,INE689W01016,2025-06-24 13:27:40,2025-06-24 13:27:40,,,,PRINCE PIPES AND FITTINGS LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 13:27:41,00:00:01,2 KB
14f745646ed063cfa229a6df27c30db3,AMBUJACEM,General Updates,24062025132830,https://nsearchives.nseindia.com/corporate/AMBUJACEM_24062025132823_ACL_SankrailCommissioning.pdf,Ambuja Cements Limited,INE079A01024,2025-06-24 13:28:30,2025-06-24 13:28:30,,Cement And Cement Products,,Ambuja Cements Limited has informed the Exchange about Commissioning of Project,,,,24-Jun-2025 13:28:31,00:00:01,138 KB
756fb353d8c356994f0a9dd540974ef2,SAMBHAAV,Trading Window-XBRL,24062025132908,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470139_24062025012907_WEB.xml,Sambhaav Media Limited,INE699B01027,2025-06-24 13:29:08,2025-06-24 13:29:08,,Printing And Publishing,,Sambhaav Media Limited has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 13:29:09,00:00:01,2 KB
6391b406ef031ed8dd1666ad446eb004,CSBBANK,Outcome of Board Meeting,24062025132925,https://nsearchives.nseindia.com/corporate/CSBBANK_24062025132702_BSENSEOutcome24062025f.pdf,CSB Bank Limited,INE679A01013,2025-06-24 13:29:25,2025-06-24 13:29:25,,,,"CSB Bank Limited has informed the Exchange regarding outcome of Board Meeting held on Tuesday, June 24, 2025",,,,24-Jun-2025 13:29:26,00:00:01,248 KB
c17190d20b6aaef336d249a666fb5841,ALKEM,Copy of Newspaper Publication,24062025133054,https://nsearchives.nseindia.com/corporate/ALKEM_24062025132940_AlkemExchangeIntimationforPublicNotice24062025_signed.pdf,Alkem Laboratories Limited,INE540L01014,2025-06-24 13:30:54,2025-06-24 13:30:54,,,,Alkem Laboratories Limited has informed the Exchange about Copy of Newspaper Publication,,,,24-Jun-2025 13:30:55,00:00:01,10.06 MB
11bcdbf59bf98e28218d09b73725bc3e,HARIOMPIPE,Analysts/Institutional Investor Meet/Con. Call Updates,24062025133354,https://nsearchives.nseindia.com/corporate/hariompipes_24062025132753_Intimation_26062025_Signed.pdf,Hariom Pipe Industries Limited,INE00EV01017,2025-06-24 13:33:54,2025-06-24 13:33:54,,,,Hariom Pipe Industries Limited has informed the Exchange about Schedule of meet,,,,24-Jun-2025 13:33:55,00:00:01,515 KB
eb9d7488a45f8896803390b8cbaefc00,CSBBANK,Change in Director(s),24062025133758,https://nsearchives.nseindia.com/corporate/CSBBANK_24062025133611_BSENSEOutcome24062025f.pdf,CSB Bank Limited,INE679A01013,2025-06-24 13:37:58,2025-06-24 13:37:58,,,,CSB Bank Limited has informed the Exchange regarding Change in Director(s) of the company.,,,,24-Jun-2025 13:37:59,00:00:01,248 KB
2676a6a3ac2e375cd56f7f07647b457d,CSBBANK,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,24062025134150,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58328_1470149_24062025014149_WEB.xml,CSB Bank Limited,INE679A01013,2025-06-24 13:41:50,2025-06-24 13:41:50,,,,CSB BANK LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,,,,24-Jun-2025 13:41:51,00:00:01,3 KB
0dc5bda3348ced4b7ad4545fa37dd582,CONCORDBIO,General Updates,24062025134354,https://nsearchives.nseindia.com/corporate/CONCORD_24062025134331_Upload.pdf,Concord Biotech Limited,INE338H01029,2025-06-24 13:43:54,2025-06-24 13:43:54,,,,Concord Biotech Limited has informed the Exchange about Concord Biotech limited receives Establishment Inspection Report (EIR) for it''s API facility at Dholka,,,,24-Jun-2025 13:43:54,00:00:00,217 KB
b3373fbb849499289e4a8f93955ef4ca,ASKAUTOLTD,Analysts/Institutional Investor Meet/Con. Call Updates,24062025134527,https://nsearchives.nseindia.com/corporate/8448091598_24062025134515_stxintimation24062025.pdf,ASK Automotive Limited,INE491J01022,2025-06-24 13:45:27,2025-06-24 13:45:27,,,,"Pursuant to the relevant provisions of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations ), we would like to inform you that the officials of the Company will be meeting Investors/Analysts, as per details given in the file enclosed.",,,,24-Jun-2025 13:45:28,00:00:01,2.94 MB
0c405cfb253c6a939289adcec89b38ee,MOL,Analysts/Institutional Investor Meet/Con. Call Updates,24062025135041,https://nsearchives.nseindia.com/corporate/MOL_24062025135005_Virtualmeet25062025.pdf,Meghmani Organics Limited,INE0CT101020,2025-06-24 13:50:41,2025-06-24 13:50:41,,,,Meghmani Organics Limited has informed the Exchange about Schedule of meet,,,,24-Jun-2025 13:50:42,00:00:01,654 KB
ab93fb31388370493f70e4b88d45f8be,TCIEXP,Copy of Newspaper Publication,24062025135135,https://nsearchives.nseindia.com/corporate/TCIEXP_24062025135043_IEPFNewsapaer.pdf,TCI Express Limited,INE586V01016,2025-06-24 13:51:35,2025-06-24 13:51:35,,,,TCI Express Limited has informed the Exchange about Copy of Newspaper Publication,,,,24-Jun-2025 13:51:35,00:00:00,3.16 MB
b23628a65e306fd294ec52a6e6cfa5d6,RPGLIFE,Notice Of Shareholders Meetings-XBRL,24062025135148,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1470158_24062025015147_WEB.xml,RPG Life Sciences Limited,INE105J01010,2025-06-24 13:51:48,2025-06-24 13:51:48,,Pharmaceuticals,,RPG Life Sciences Limited has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 16-Jul-2025,,,,24-Jun-2025 13:51:49,00:00:01,21 KB
766e00b7df60be05fd9685ee5bf26586,SUNDARMHLD,Acquisition,24062025140940,https://nsearchives.nseindia.com/corporate/SUNDARMHLD_24062025140927_sdSFHLNSEACCQ.pdf,Sundaram Finance Holdings Limited,INE202Z01029,2025-06-24 14:09:40,2025-06-24 14:09:40,,,,Sundaram Finance Holdings Limited has informed the Exchange about Acquisition,,,,24-Jun-2025 14:09:41,00:00:01,382 KB
73a46e2d8947a2c4b754045aa0ddc997,CAPACITE,Updates,24062025141030,https://nsearchives.nseindia.com/corporate/CAPACITE_24062025141007_WorkOrderIntimation.pdf,Capacit'e Infraprojects Limited,INE264T01014,2025-06-24 14:10:30,2025-06-24 14:10:30,,,,Capacite Infraprojects Limited has informed the Exchange regarding 'Receipt of Letter of Intent of &#8377; 621 Crore (Rupees Six Hundred Twenty-One Crores Only) from Saifee Burhani Upliftment Trust'.,,,,24-Jun-2025 14:10:31,00:00:01,551 KB
288520c7e47e3e675049ef68f7c4ad2a,VIVIDHA,Trading Window,24062025141053,https://nsearchives.nseindia.com/corporate/VIVIDHA_24062025141046_Cover.pdf,Visagar Polytex Limited,INE370E01029,2025-06-24 14:10:53,2025-06-24 14:10:53,,Textile Products,,"Visagar Polytex Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:10:54,00:00:01,182 KB
8746a8dbffef1ec9e0df373f9f665946,TVSMOTOR,Credit Rating,24062025141245,https://nsearchives.nseindia.com/corporate/TVSMOTOR_24062025141145_NSEBSEIntimation.pdf,TVS Motor Company Limited,INE494B01015,2025-06-24 14:12:45,2025-06-24 14:12:45,,Automobiles - 2 And 3 Wheelers,,TVS Motor Company Limited has informed the Exchange about Credit Rating,,,,24-Jun-2025 14:12:46,00:00:01,417 KB
a2cff5580374a4cfc5549b975e81f87b,SUNDARMHLD,Acquisition-XBRL,24062025141310,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1470163_24062025021309_WEB.xml,Sundaram Finance Holdings Limited,INE202Z01029,2025-06-24 14:13:10,2025-06-24 14:13:10,,,,Sundaram Finance Holdings Limited has informed the Exchange regarding Acquisition,,,,24-Jun-2025 14:13:11,00:00:01,9 KB
553d5bb0598025c5ab8e188b41ff0e3a,VIVIDHA,Trading Window-XBRL,24062025141323,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470164_24062025021322_WEB.xml,Visagar Polytex Limited,INE370E01029,2025-06-24 14:13:23,2025-06-24 14:13:23,,Textile Products,,VISAGAR POLYTEX LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 14:13:24,00:00:01,2 KB
3cef3d9368b72f8736301d4de694e6a1,EMSLIMITED,Awarding of order(s)/contract(s),24062025141346,https://nsearchives.nseindia.com/corporate/EMSLIMITED_24062025141302_intimation_LOA.pdf,EMS Limited,INE0OV601013,2025-06-24 14:13:46,2025-06-24 14:13:46,,,,Ems Limited has informed the Exchange about Letter of Acceptance (LOA) received from the office of The Kolkata Municipal Corporation,,,,24-Jun-2025 14:13:47,00:00:01,218 KB
aee787d2773a5418c24a6666373272fc,HINDPETRO,Copy of Newspaper Publication,24062025141637,https://nsearchives.nseindia.com/corporate/HINDPETRO2_24062025141624_SEIntimation240625.pdf,Hindustan Petroleum Corporation Limited,INE094A01015,2025-06-24 14:16:37,2025-06-24 14:16:37,,Refineries,,Hindustan Petroleum Corporation Limited has informed the Exchange about Copy of Newspaper Publication,,,,24-Jun-2025 14:16:38,00:00:01,2.78 MB
73f6671685cdc4324cc8603ae7be8c76,LAXMICOT,Trading Window,24062025141813,https://nsearchives.nseindia.com/corporate/LAXMICOT_24062025141713_Tradingwindowclosure_Laxmi_June2025.pdf,Laxmi Cotspin Limited,INE801V01019,2025-06-24 14:18:13,2025-06-24 14:18:13,,,,"Laxmi Cotspin Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:18:14,00:00:01,313 KB
1dee593fce94508a6b697491280559a3,POLYPLEX,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,24062025141902,https://nsearchives.nseindia.com/corporate/POLYPLEX_24062025141803_Reg30_aribtration.pdf,Polyplex Corporation Limited,INE633B01018,2025-06-24 14:19:02,2025-06-24 14:19:02,,Packaging,,Polyplex Corporation Limited has informed the Exchange about initiation of arbitration proceedings against one of the subsidiaries of the Company by the minority shareholder of another step-down subsidiary,,,,24-Jun-2025 14:19:03,00:00:01,395 KB
05443d3eb78aaca824495aa4b6e35f16,MAHAPEXLTD,Trading Window-XBRL,24062025141937,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470167_24062025021936_WEB.xml,Maha Rashtra Apex Corporation Limited,INE843B01013,2025-06-24 14:19:37,2025-06-24 14:19:37,,-,,MAHA RASHTRA APEX CORPORATION LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 14:19:38,00:00:01,2 KB
2857f0f0747531b5c50294e087631c5f,LAXMICOT,Trading Window-XBRL,24062025141945,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470168_24062025021945_WEB.xml,Laxmi Cotspin Limited,INE801V01019,2025-06-24 14:19:45,2025-06-24 14:19:45,,,,Laxmi Cotspin Limited has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 14:19:47,00:00:02,2 KB
ff2891fd7b0eb96c98db6807abf1a164,NAGREEKEXP,Shareholders meeting,24062025142011,https://nsearchives.nseindia.com/corporate/NAGREEKEXP_24062025141825_EGMPROCEEDINGSDOCR.pdf,Nagreeka Exports Limited,INE123B01028,2025-06-24 14:20:11,2025-06-24 14:20:11,,Textiles - Cotton,,"Nagreeka Exports Limited has informed the Exchange regarding Proceedings of Extraordinary General Meeting held on Jun 24, 2025",,,,24-Jun-2025 14:20:11,00:00:00,1.13 MB
61c6955eb5ee8b451c486a3fd685cb59,MEGASTAR,Trading Window,24062025142714,https://nsearchives.nseindia.com/corporate/MEGASTAR_24062025142705_CTWjune2025tostkexchange.pdf,Megastar Foods Limited,INE00EM01016,2025-06-24 14:27:14,2025-06-24 14:27:14,,,,"Megastar Foods Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:27:15,00:00:01,435 KB
46650da5e00e10658fae096af4e8a713,MEGASTAR,Trading Window-XBRL,24062025142803,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470172_24062025022802_WEB.xml,Megastar Foods Limited,INE00EM01016,2025-06-24 14:28:03,2025-06-24 14:28:03,,,,MEGASTAR FOODS LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 14:28:04,00:00:01,2 KB
68359d1b7e233dcf5ed02c6640866c68,CELLO,General Updates,24062025143021,https://nsearchives.nseindia.com/corporate/CELLO2023_24062025142847_Reg30demandcumshowcausenoticefinal.pdf,Cello World Limited,INE0LMW01024,2025-06-24 14:30:21,2025-06-24 14:30:21,,,,Cello World Limited has informed the Exchange about General Updates,,,,24-Jun-2025 14:30:22,00:00:01,206 KB
65a70dc270ebf955bfbe24c93f6fc881,PROTEAN,Trading Window,24062025143023,https://nsearchives.nseindia.com/corporate/PROTEANCS_24062025143004_Trading_Window_Closure_June_2025.pdf,Protean eGov Technologies Limited,INE004A01022,2025-06-24 14:30:23,2025-06-24 14:30:23,,,,"Protean eGov Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:30:24,00:00:01,218 KB
b35d493d5abd0830d0713474d70cd668,PROTEAN,Trading Window-XBRL,24062025143150,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470173_24062025023149_WEB.xml,Protean eGov Technologies Limited,INE004A01022,2025-06-24 14:31:50,2025-06-24 14:31:50,,,,PROTEAN EGOV TECHNOLOGIES LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 14:31:51,00:00:01,2 KB
deb86847b66945c1b9bc5f803600e4a9,PROSTARM,Copy of Newspaper Publication,24062025143244,https://nsearchives.nseindia.com/corporate/PROSTARM_24062025143234_SE_Newspaper.pdf,Prostarm Info Systems Limited,INE0BX301013,2025-06-24 14:32:44,2025-06-24 14:32:44,,,,Prostarm Info Systems Limited has informed the Exchange about Copy of Newspaper Publication,,,,24-Jun-2025 14:32:45,00:00:01,4.84 MB
852836ff35c3fc68a3ca0b5c0edc8058,NITINSPIN,Credit Rating,24062025143354,https://nsearchives.nseindia.com/corporate/NITINSPIN_24062025143343_Care_Rating1.pdf,Nitin Spinners Limited,INE229H01012,2025-06-24 14:33:54,2025-06-24 14:33:54,,Textiles - Cotton,,Nitin Spinners Limited has informed the Exchange about Credit Rating,,,,24-Jun-2025 14:33:55,00:00:01,929 KB
3647644554b72c6298c353a17f65aa70,PNGJL,Analysts/Institutional Investor Meet/Con. Call Updates,24062025143451,https://nsearchives.nseindia.com/corporate/PNGJEWELLERS_24062025143434_IntimationofAnalystMeet.pdf,P N Gadgil Jewellers Limited,INE953R01016,2025-06-24 14:34:51,2025-06-24 14:34:51,,,,P N Gadgil Jewellers Limited has informed the Exchange about Schedule of meet,,,,24-Jun-2025 14:34:52,00:00:01,688 KB
f257280bb4aeba58553063bf2ccdd029,KESORAMIND,Trading Window,24062025143824,https://nsearchives.nseindia.com/corporate/KESORAMIND_24062025143808_TradingWindow.pdf,Kesoram Industries Limited,INE087A01019,2025-06-24 14:38:24,2025-06-24 14:38:24,,Tyres,,"Kesoram Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:38:25,00:00:01,880 KB
3a8b2f91a2309404dfcbf4beb41c00cb,ACCELYA,Trading Window,24062025144024,https://nsearchives.nseindia.com/corporate/ACCELYA_24062025144015_IntimationofTradingWindowClosureJune2025.pdf,Accelya Solutions India Limited,INE793A01012,2025-06-24 14:40:24,2025-06-24 14:40:24,,Computers - Software,,"Accelya Solutions India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:40:25,00:00:01,157 KB
d87f5128bb78cae4a9e6ee32d99c02d7,CEATLTD,Loss of Share Certificates,24062025144025,https://nsearchives.nseindia.com/corporate/CEATLTD_24062025144011_SELetterLossSC24June25signed.pdf,CEAT Limited,INE482A01020,2025-06-24 14:40:25,2025-06-24 14:40:25,,Tyres,,CEAT Limited has informed the Exchange about Loss of Share Certificate(s),,,,24-Jun-2025 14:40:26,00:00:01,2.74 MB
43f8ba6e323a084b7556a7c7d9eed44b,CENTUM,Analysts/Institutional Investor Meet/Con. Call Updates,24062025144045,https://nsearchives.nseindia.com/corporate/CENTUME_24062025144029_Intimation.pdf,Centum Electronics Limited,INE320B01020,2025-06-24 14:40:45,2025-06-24 14:40:45,,Electronics - Industrial,,Centum Electronics Limited has informed the Exchange about Schedule of meet,,,,24-Jun-2025 14:40:47,00:00:02,231 KB
7e71c7b8a2b5c38072d8db8afc74650f,AJMERA,Trading Window,24062025144116,https://nsearchives.nseindia.com/corporate/AJMERA_24062025144108_Intimation-sd.pdf,Ajmera Realty & Infra India Limited,INE298G01027,2025-06-24 14:41:16,2025-06-24 14:41:16,,Construction,,"Ajmera Realty & Infra India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:41:17,00:00:01,380 KB
274c3e6139e3d773fce0e99e388f28d7,CEATLTD,Loss/Duplicate-Share Certificate-XBRL,24062025144137,https://nsearchives.nseindia.com/corporate/xbrl/LOSS_OF_SHARE_1470176_24062025024136_WEB.xml,CEAT Limited,INE482A01020,2025-06-24 14:41:37,2025-06-24 14:41:37,,Tyres,,CEAT LIMITED has informed the Exchange about Loss of share certificates,,,,24-Jun-2025 14:41:38,00:00:01,16 KB
35b257ff81eb7d4dc4a1cb9dc29ac02e,ACCELYA,Trading Window-XBRL,24062025144150,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470178_24062025024149_WEB.xml,Accelya Solutions India Limited,INE793A01012,2025-06-24 14:41:50,2025-06-24 14:41:50,,Computers - Software,,ACCELYA SOLUTIONS INDIA LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 14:41:51,00:00:01,2 KB
3cd8d1d6cc6bdde612faffd9b769ca24,NAZARA,Analysts/Institutional Investor Meet/Con. Call Updates,24062025144212,https://nsearchives.nseindia.com/corporate/NAZARA_24062025144115_IntimationInvestorMeet.pdf,Nazara Technologies Limited,INE418L01021,2025-06-24 14:42:12,2025-06-24 14:42:12,,,,Nazara Technologies Limited informs the Exchange about Schedule of meet,,,,24-Jun-2025 14:42:13,00:00:01,245 KB
f58f45058f414979aac53630571abe3d,LUPIN,ESOP/ESOS/ESPS,24062025144430,https://nsearchives.nseindia.com/corporate/Lupin2_24062025144358_BSENSEESOP240625.pdf,Lupin Limited,INE326A01029,2025-06-24 14:44:30,2025-06-24 14:44:30,,Pharmaceuticals,,Lupin Limited has informed the Exchange regarding Allotment of 20653  Shares.,,,,24-Jun-2025 14:44:32,00:00:02,699 KB
8e1d9e694a2be0702bef6b1b3edd8c1e,KOTHARIPRO,Trading Window-XBRL,24062025144433,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470179_24062025024433_WEB.xml,Kothari Products Limited,INE823A01017,2025-06-24 14:44:33,2025-06-24 14:44:33,,Trading,,KOTHARI PRODUCTS LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 14:44:34,00:00:01,2 KB
17190def20c321c463fa9feb66705249,LUPIN,Alteration Of Capital and Fund Raising-XBRL,24062025144617,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1470180_24062025024616_WEB.xml,Lupin Limited,INE326A01029,2025-06-24 14:46:17,2025-06-24 14:46:17,,Pharmaceuticals,,LUPIN LIMITED has informed the Exchange regarding Allotment of Securities,,,,24-Jun-2025 14:46:19,00:00:02,4 KB
84eae74eb41e7683d28a112b171c7cdd,KOTHARIPRO,Trading Window,24062025144622,https://nsearchives.nseindia.com/corporate/KOTHARIPRO_24062025144555_TradingWindow.pdf,Kothari Products Limited,INE823A01017,2025-06-24 14:46:22,2025-06-24 14:46:22,,Trading,,"Kothari Products Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:46:23,00:00:01,87 KB
27e28159299042df3e7d2b5e7132532b,UNITECH,Trading Window,24062025144647,https://nsearchives.nseindia.com/corporate/UNITECH_24062025144625_Intimation_Closure_of_Trading_Window.pdf,Unitech Limited,INE694A01020,2025-06-24 14:46:47,2025-06-24 14:46:47,,Construction,,"Unitech Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:46:48,00:00:01,123 KB
f1bb0777549e0aa87673ca6039cdaed0,UNITECH,Trading Window-XBRL,24062025144901,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470181_24062025024900_WEB.xml,Unitech Limited,INE694A01020,2025-06-24 14:49:01,2025-06-24 14:49:01,,Construction,,UNITECH LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 14:49:01,00:00:00,2 KB
fe0d6fc500cb00f5d8af7ae913b7557b,RAJRILTD,Trading Window,24062025145006,https://nsearchives.nseindia.com/corporate/RAJRAYON1_24062025144949_Tradingwindow30062025DSC.pdf,Raj Rayon Industries Limited,INE533D01032,2025-06-24 14:50:06,2025-06-24 14:50:06,,,,"Raj Rayon Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:50:07,00:00:01,557 KB
aaff44332f935316e6bbcc4bb0bc6415,LINCOLN,Trading Window,24062025145017,https://nsearchives.nseindia.com/corporate/LINCOLN_24062025145006_Intimation.pdf,Lincoln Pharmaceuticals Limited,INE405C01035,2025-06-24 14:50:17,2025-06-24 14:50:17,,,,"Lincoln Pharmaceuticals Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,24-Jun-2025 14:50:18,00:00:01,557 KB
a86402f1ffda03311a671bfb660fc410,RAJRILTD,Trading Window-XBRL,24062025145113,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470184_24062025025112_WEB.xml,Raj Rayon Industries Limited,INE533D01032,2025-06-24 14:51:13,2025-06-24 14:51:13,,,,RAJ RAYON INDUSTRIES LIMITED has informed the Exchange about Closure of Trading Window,,,,24-Jun-2025 14:51:14,00:00:01,2 KB
bb8bd68c3ed81ab8e1d040ea529b27e9,ELGIEQUIP,Outcome of Board Meeting,24062025145117,https://nsearchives.nseindia.com/corporate/ELGIEQUIP_24062025145010_SECAUDoutcome.pdf,Elgi Equipments Limited,INE285A01027,2025-06-24 14:51:17,2025-06-24 14:51:17,,Compressors / Pumps,,"Elgi Equipments Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 24, 2025. The Board of Directors of the Company, at its meeting held today, i.e., June 24, 2025, has, inter alia, considered and recommended the appointment of M/s. MDS &Associates LLP, Company Secretaries (Firm Registration Code: L2023TN013500) as the Secretarial Auditor of the Company to the shareholder of the Company at the ensuing 65th Annual General Meeting ( AGM ) of the Company.",,,,24-Jun-2025 14:51:18,00:00:01,813 KB
